Time / s	
650	0.168206
650.4	0.168183
650.8	0.168089
651.2	0.167893
651.6	0.168128
652	0.168082
652.4	0.167948
652.8	0.168008
653.2	0.167984
653.6	0.167868
654	0.167981
654.4	0.167905
654.8	0.167887
655.2	0.167919
655.6	0.167742
656	0.167853
656.4	0.167791
656.8	0.167808
657.2	0.167773
657.6	0.16763
658	0.167733
658.4	0.167725
658.8	0.167682
659.2	0.16763
659.6	0.167657
660	0.167655
660.4	0.167627
660.8	0.167613
661.2	0.167594
661.6	0.167585
662	0.167558
662.4	0.167527
662.8	0.167518
663.2	0.167344
663.6	0.167474
664	0.16744
664.4	0.167415
664.8	0.167439
665.2	0.167414
665.6	0.167287
666	0.167296
666.4	0.167308
666.8	0.16733
667.2	0.167353
667.6	0.167297
668	0.167304
668.4	0.167256
668.8	0.167246
669.2	0.167231
669.6	0.198537
670	0.186148
670.4	0.181499
670.8	0.179217
671.2	0.177942
671.6	0.177128
672	0.176531
672.4	0.176212
672.8	0.175886
673.2	0.175608
673.6	0.175211
674	0.174997
674.4	0.174833
674.8	0.174755
675.2	0.174531
675.6	0.174574
676	0.174291
676.4	0.1743
676.8	0.174162
677.2	0.173931
677.6	0.17394
678	0.173959
678.4	0.173846
678.8	0.173758
679.2	0.173577
679.6	0.17358
680	0.173588
680.4	0.173381
680.8	0.173413
681.2	0.173366
681.6	0.173342
682	0.173258
682.4	0.173093
682.8	0.173156
683.2	0.173084
683.6	0.173101
684	0.172963
684.4	0.173019
684.8	0.172978
685.2	0.172911
685.6	0.172821
686	0.172856
686.4	0.172792
686.8	0.172771
687.2	0.172764
687.6	0.172657
688	0.172654
688.4	0.172667
688.8	0.172662
689.2	0.172592
689.6	0.172599
690	0.172538
690.4	0.172538
690.8	0.172341
691.2	0.172386
691.6	0.172226
692	0.172419
692.4	0.172123
692.8	0.17215
693.2	0.172285
693.6	0.172276
694	0.17234
694.4	0.172311
694.8	0.172218
695.2	0.172099
695.6	0.172043
696	0.171925
696.4	0.172245
696.8	0.172236
697.2	0.172209
697.6	0.17218
698	0.172157
698.4	0.172127
698.8	0.172124
699.2	0.172096
699.6	0.172035
700	0.172051
700.4	0.172047
700.8	0.17203
701.2	0.171985
701.6	0.172004
702	0.171898
702.4	0.171704
702.8	0.171974
703.2	0.171954
703.6	0.17192
704	0.171918
704.4	0.171897
704.8	0.171897
705.2	0.171822
705.6	0.171776
706	0.171835
706.4	0.171802
706.8	0.171839
707.2	0.17183
707.6	0.171661
708	0.171752
708.4	0.17174
708.8	0.171759
709.2	0.17175
709.6	0.171728
710	0.171576
710.4	0.171639
710.8	0.171611
711.2	0.171668
711.6	0.171634
712	0.171548
712.4	0.171539
712.8	0.17157
713.2	0.171601
713.6	0.171603
714	0.171545
714.4	0.171464
714.8	0.171546
715.2	0.171531
715.6	0.171512
716	0.171527
716.4	0.171517
716.8	0.171515
717.2	0.171501
717.6	0.17148
718	0.171489
718.4	0.171432
718.8	0.171456
719.2	0.171418
719.6	0.171384
720	0.17139
720.4	0.171376
720.8	0.171361
721.2	0.171362
721.6	0.171378
722	0.171384
722.4	0.171378
722.8	0.171295
723.2	0.17133
723.6	0.171349
724	0.171309
724.4	0.171312
724.8	0.171315
725.2	0.171301
725.6	0.171295
726	0.171274
726.4	0.171276
726.8	0.171278
727.2	0.171269
727.6	0.17124
728	0.171241
728.4	0.171254
728.8	0.171226
729.2	0.171217
729.6	0.171215
730	0.171219
730.4	0.171219
730.8	0.171184
731.2	0.171199
731.6	0.171209
732	0.171208
732.4	0.171186
732.8	0.171184
733.2	0.171204
733.6	0.171181
734	0.171192
734.4	0.171085
734.8	0.171193
735.2	0.171164
735.6	0.171188
736	0.17119
736.4	0.17114
736.8	0.171129
737.2	0.171172
737.6	0.17118
738	0.171196
738.4	0.171183
738.8	0.171166
739.2	0.171187
739.6	0.171001
740	0.171125
740.4	0.171142
740.8	0.171168
741.2	0.171068
741.6	0.171152
742	0.171198
742.4	0.171122
742.8	0.171167
743.2	0.171169
743.6	0.171127
744	0.171157
744.4	0.171202
744.8	0.171208
745.2	0.171131
745.6	0.171246
746	0.171241
746.4	0.17122
746.8	0.171274
747.2	0.171277
747.6	0.171275
748	0.17128
748.4	0.17124
748.8	0.17125
749.2	0.171169
749.6	0.171298
750	0.171292
750.4	0.171277
750.8	0.171314
751.2	0.1712
751.6	0.171294
752	0.171343
752.4	0.171347
752.8	0.17135
753.2	0.171351
753.6	0.171422
754	0.171435
754.4	0.171321
754.8	0.171437
755.2	0.17142
755.6	0.171474
756	0.171475
756.4	0.17147
756.8	0.17146
757.2	0.171382
757.6	0.17133
758	0.171305
758.4	0.171406
758.8	0.17141
759.2	0.171486
759.6	0.171374
760	0.171558
760.4	0.171536
760.8	0.171556
761.2	0.171572
761.6	0.171557
762	0.171597
762.4	0.171586
762.8	0.171613
763.2	0.171598
763.6	0.171536
764	0.171636
764.4	0.171607
764.8	0.171618
765.2	0.171602
765.6	0.171572
766	0.171295
766.4	0.1713
766.8	0.171582
767.2	0.1717
767.6	0.171667
768	0.171556
768.4	0.171621
768.8	0.171725
769.2	0.171673
769.6	0.171684
770	0.17178
770.4	0.17175
770.8	0.171711
771.2	0.171746
771.6	0.171698
772	0.171823
772.4	0.171851
772.8	0.171843
773.2	0.171879
773.6	0.171877
774	0.171912
774.4	0.171932
774.8	0.171945
775.2	0.171972
775.6	0.171995
776	0.171981
776.4	0.172006
776.8	0.172021
777.2	0.172034
777.6	0.171732
778	0.171846
778.4	0.172062
778.8	0.172029
779.2	0.172058
779.6	0.171985
780	0.171991
780.4	0.17199
780.8	0.171982
781.2	0.171979
781.6	0.172099
782	0.172239
782.4	0.172203
782.8	0.17215
783.2	0.172286
783.6	0.17227
784	0.172374
784.4	0.172377
784.8	0.172421
785.2	0.172392
785.6	0.172462
786	0.172437
786.4	0.17248
786.8	0.172521
787.2	0.172509
787.6	0.172528
788	0.172608
788.4	0.172531
788.8	0.172658
789.2	0.172698
789.6	0.17266
790	0.172728
790.4	0.172794
790.8	0.172788
791.2	0.172801
791.6	0.172839
792	0.172682
792.4	0.172777
792.8	0.172938
793.2	0.172886
793.6	0.172991
794	0.173027
794.4	0.173054
794.8	0.173078
795.2	0.17313
795.6	0.173183
796	0.173198
796.4	0.173267
796.8	0.173332
797.2	0.173333
797.6	0.173344
798	0.173343
798.4	0.173373
798.8	0.173499
799.2	0.173545
799.6	0.173609
800	0.173658
800.4	0.173712
800.8	0.173749
801.2	0.173811
801.6	0.173797
802	0.173953
802.4	0.17404
802.8	0.174049
803.2	0.174146
803.6	0.174288
804	0.174344
804.4	0.17457
804.8	0.174768
805.2	0.174937
805.6	0.175142
806	0.175426
806.4	0.175693
806.8	0.176118
807.2	0.176556
807.6	0.177052
808	0.177654
808.4	0.178322
808.8	0.17927
809.2	0.180376
809.6	0.181755
810	0.183347
810.4	0.185314
810.8	0.187605
811.2	0.190179
811.6	0.193087
812	0.196264
812.4	0.199629
812.8	0.2032
813.2	0.206688
813.6	0.210287
814	0.213723
814.4	0.217043
814.8	0.220222
815.2	0.223183
815.6	0.22593
816	0.228427
816.4	0.230646
816.8	0.232588
817.2	0.234348
817.6	0.235889
818	0.237327
818.4	0.238536
818.8	0.239569
819.2	0.240412
819.6	0.241333
820	0.242019
820.4	0.242625
820.8	0.243129
821.2	0.243563
821.6	0.243872
822	0.244186
822.4	0.244266
822.8	0.244633
823.2	0.244781
823.6	0.244894
824	0.244954
824.4	0.244981
824.8	0.244966
825.2	0.244919
825.6	0.244882
826	0.24477
826.4	0.244641
826.8	0.244377
827.2	0.244346
827.6	0.244158
828	0.244038
828.4	0.243793
828.8	0.24364
829.2	0.243436
829.6	0.243191
830	0.242991
830.4	0.242751
830.8	0.242487
831.2	0.242231
831.6	0.241976
832	0.241725
832.4	0.24143
832.8	0.24115
833.2	0.240858
833.6	0.24058
834	0.240175
834.4	0.239926
834.8	0.239612
835.2	0.239286
835.6	0.238942
836	0.238601
836.4	0.238285
836.8	0.2379
837.2	0.237565
837.6	0.237211
838	0.236838
838.4	0.236481
838.8	0.236097
839.2	0.235703
839.6	0.235331
840	0.234932
840.4	0.234485
840.8	0.234165
841.2	0.233758
841.6	0.2333
842	0.232887
842.4	0.232524
842.8	0.232113
843.2	0.231668
843.6	0.231138
844	0.230787
844.4	0.230336
844.8	0.229896
845.2	0.229436
845.6	0.228852
846	0.228431
846.4	0.228009
846.8	0.227531
847.2	0.227102
847.6	0.226611
848	0.226101
848.4	0.22563
848.8	0.225046
849.2	0.224485
849.6	0.223973
850	0.223581
850.4	0.223049
850.8	0.222514
851.2	0.221957
851.6	0.221468
852	0.220895
852.4	0.220324
852.8	0.219781
853.2	0.219223
853.6	0.218662
854	0.218081
854.4	0.217496
854.8	0.216959
855.2	0.216372
855.6	0.215744
856	0.215197
856.4	0.214603
856.8	0.21401
857.2	0.213383
857.6	0.212724
858	0.212102
858.4	0.211525
858.8	0.210915
859.2	0.210307
859.6	0.209676
860	0.209075
860.4	0.208449
860.8	0.207835
861.2	0.207201
861.6	0.206609
862	0.205976
862.4	0.205351
862.8	0.204783
863.2	0.204153
863.6	0.203372
864	0.202902
864.4	0.202135
864.8	0.201686
865.2	0.201119
865.6	0.200637
866	0.200054
866.4	0.199493
866.8	0.19904
867.2	0.198365
867.6	0.197895
868	0.197487
868.4	0.196802
868.8	0.196281
869.2	0.195816
869.6	0.19533
870	0.194878
870.4	0.194415
870.8	0.193914
871.2	0.193414
871.6	0.193062
872	0.192629
872.4	0.192243
872.8	0.191862
873.2	0.191449
873.6	0.191011
874	0.190711
874.4	0.190341
874.8	0.189976
875.2	0.189668
875.6	0.18932
876	0.189044
876.4	0.188741
876.8	0.188432
877.2	0.188118
877.6	0.187834
878	0.187568
878.4	0.187283
878.8	0.187016
879.2	0.186785
879.6	0.186543
880	0.186297
880.4	0.186063
880.8	0.185812
881.2	0.185632
881.6	0.185397
882	0.18521
882.4	0.184993
882.8	0.184481
883.2	0.184521
883.6	0.184398
884	0.184031
884.4	0.183963
884.8	0.183908
885.2	0.183775
885.6	0.183485
886	0.183366
886.4	0.183286
886.8	0.183077
887.2	0.182786
887.6	0.182792
888	0.182735
888.4	0.182612
888.8	0.18251
889.2	0.182402
889.6	0.182211
890	0.181938
890.4	0.18196
890.8	0.181763
891.2	0.181714
891.6	0.181617
892	0.181555
892.4	0.18129
892.8	0.18121
893.2	0.181193
893.6	0.181108
894	0.180995
894.4	0.180878
894.8	0.18081
895.2	0.180698
895.6	0.180645
896	0.180504
896.4	0.180366
896.8	0.18029
897.2	0.180224
897.6	0.180117
898	0.179999
898.4	0.179889
898.8	0.179802
899.2	0.179777
899.6	0.179703
900	0.17958
900.4	0.179579
900.8	0.179471
901.2	0.179396
901.6	0.179322
902	0.179263
902.4	0.179169
902.8	0.179091
903.2	0.178943
903.6	0.178924
904	0.178829
904.4	0.178758
904.8	0.17868
905.2	0.178625
905.6	0.178564
906	0.178475
906.4	0.178379
906.8	0.178349
907.2	0.17824
907.6	0.178185
908	0.17812
908.4	0.178046
908.8	0.177989
909.2	0.177926
909.6	0.177868
910	0.177795
910.4	0.177728
910.8	0.177639
911.2	0.177589
911.6	0.177521
912	0.17746
912.4	0.177391
912.8	0.177311
913.2	0.177274
913.6	0.17721
914	0.177128
914.4	0.177035
914.8	0.176969
915.2	0.176896
915.6	0.176862
916	0.176667
916.4	0.176638
916.8	0.176576
917.2	0.176654
917.6	0.176488
918	0.176451
918.4	0.176439
918.8	0.176407
919.2	0.176394
919.6	0.176298
920	0.176295
920.4	0.17624
920.8	0.176184
921.2	0.176158
921.6	0.176118
922	0.176051
922.4	0.176009
922.8	0.17596
923.2	0.175918
923.6	0.175865
924	0.17579
924.4	0.17577
924.8	0.175624
925.2	0.17562
925.6	0.175583
926	0.175466
926.4	0.175543
926.8	0.175502
927.2	0.175458
927.6	0.175429
928	0.175225
928.4	0.175349
928.8	0.175326
929.2	0.175297
929.6	0.175237
930	0.17502
930.4	0.175161
930.8	0.175093
931.2	0.17508
931.6	0.175031
932	0.174999
932.4	0.174951
932.8	0.17452
933.2	0.17463
933.6	0.174624
934	0.174686
934.4	0.174739
934.8	0.174715
935.2	0.174692
935.6	0.174679
936	0.174647
936.4	0.174595
936.8	0.174563
937.2	0.174515
937.6	0.174487
938	0.174471
938.4	0.174441
938.8	0.174371
939.2	0.174363
939.6	0.174337
940	0.174314
940.4	0.174271
940.8	0.174182
941.2	0.174172
941.6	0.174171
942	0.174147
942.4	0.1741
942.8	0.174101
943.2	0.174084
943.6	0.174038
944	0.174012
944.4	0.174054
944.8	0.17393
945.2	0.173847
945.6	0.173836
946	0.173824
946.4	0.1738
946.8	0.173792
947.2	0.173761
947.6	0.173728
948	0.173708
948.4	0.173671
948.8	0.173658
949.2	0.173618
949.6	0.173583
950	0.173543
950.4	0.173519
950.8	0.173478
951.2	0.173476
951.6	0.173442
952	0.173421
952.4	0.173378
952.8	0.173365
953.2	0.173335
953.6	0.173328
954	0.173291
954.4	0.173258
954.8	0.173206
955.2	0.173202
955.6	0.173124
956	0.173207
956.4	0.173158
956.8	0.17315
957.2	0.173122
957.6	0.173098
958	0.173063
958.4	0.17305
958.8	0.173026
959.2	0.172973
959.6	0.172975
960	0.172889
960.4	0.172901
960.8	0.172878
961.2	0.172868
961.6	0.172821
962	0.172801
962.4	0.172683
962.8	0.17277
963.2	0.172708
963.6	0.172437
964	0.172637
964.4	0.172748
964.8	0.172696
965.2	0.172651
965.6	0.172688
966	0.172605
966.4	0.172541
966.8	0.172517
967.2	0.172607
967.6	0.172603
968	0.172525
968.4	0.172521
968.8	0.172334
969.2	0.172407
969.6	0.172298
970	0.17231
970.4	0.172309
970.8	0.172272
971.2	0.172213
971.6	0.172336
972	0.172262
972.4	0.17223
972.8	0.172377
973.2	0.172325
973.6	0.172208
974	0.172146
974.4	0.172302
974.8	0.172302
975.2	0.17219
975.6	0.172201
976	0.17217
976.4	0.172125
976.8	0.172027
977.2	0.171978
977.6	0.171935
978	0.172111
978.4	0.172018
978.8	0.171997
979.2	0.172
979.6	0.172002
980	0.172009
980.4	0.171995
980.8	0.171865
981.2	0.171914
981.6	0.171873
982	0.171914
982.4	0.171694
982.8	0.171844
983.2	0.171909
983.6	0.171925
984	0.171926
984.4	0.171895
984.8	0.171787
985.2	0.171819
985.6	0.171696
986	0.171673
986.4	0.171594
986.8	0.171806
987.2	0.171746
987.6	0.171773
988	0.171765
988.4	0.171634
988.8	0.171578
989.2	0.171745
989.6	0.171632
990	0.171763
990.4	0.1717
990.8	0.17162
991.2	0.171725
991.6	0.171767
992	0.171727
992.4	0.171679
992.8	0.171699
993.2	0.171631
993.6	0.171738
994	0.171692
994.4	0.171702
994.8	0.171825
995.2	0.171671
995.6	0.171818
996	0.171844
996.4	0.171936
996.8	0.171867
997.2	0.171846
997.6	0.171926
998	0.17203
998.4	0.172013
998.8	0.17201
999.2	0.172025
999.6	0.171992
1000	0.172036
1000.4	0.172139
1000.8	0.172226
1001.2	0.172276
1001.6	0.172296
1002	0.172367
1002.4	0.172415
1002.8	0.172486
1003.2	0.172461
1003.6	0.172534
1004	0.172603
1004.4	0.172847
1004.8	0.172728
1005.2	0.172807
1005.6	0.172804
1006	0.172917
1006.4	0.172977
1006.8	0.172996
1007.2	0.173079
1007.6	0.173158
1008	0.173222
1008.4	0.173253
1008.8	0.173304
1009.2	0.173367
1009.6	0.173415
1010	0.173462
1010.4	0.173463
1010.8	0.17354
1011.2	0.173442
1011.6	0.17364
1012	0.173663
1012.4	0.173706
1012.8	0.173687
1013.2	0.173761
1013.6	0.1738
1014	0.173814
1014.4	0.173813
1014.8	0.173828
1015.2	0.173864
1015.6	0.173872
1016	0.173855
1016.4	0.173877
1016.8	0.17385
1017.2	0.173874
1017.6	0.173823
1018	0.173872
1018.4	0.173733
1018.8	0.173764
1019.2	0.173745
1019.6	0.173676
1020	0.173475
1020.4	0.17361
1020.8	0.173523
1021.2	0.173527
1021.6	0.173694
1022	0.173482
1022.4	0.173567
1022.8	0.173613
1023.2	0.173473
1023.6	0.173329
1024	0.173278
1024.4	0.173295
1024.8	0.173273
1025.2	0.173237
1025.6	0.173315
1026	0.173142
1026.4	0.173146
1026.8	0.172984
1027.2	0.173088
1027.6	0.172895
1028	0.172925
1028.4	0.172939
1028.8	0.172815
1029.2	0.172915
1029.6	0.1728
1030	0.172818
1030.4	0.172759
1030.8	0.172699
1031.2	0.172659
1031.6	0.172618
1032	0.172575
1032.4	0.172535
1032.8	0.172468
1033.2	0.172353
1033.6	0.172409
1034	0.172244
1034.4	0.172276
1034.8	0.172281
1035.2	0.172254
1035.6	0.172225
1036	0.172194
1036.4	0.172153
1036.8	0.172132
1037.2	0.172081
1037.6	0.172062
1038	0.172061
1038.4	0.172016
1038.8	0.172012
1039.2	0.171979
1039.6	0.171993
1040	0.171991
1040.4	0.171946
1040.8	0.171916
1041.2	0.17179
1041.6	0.171731
1042	0.171857
1042.4	0.172008
1042.8	0.172025
1043.2	0.172029
1043.6	0.172048
1044	0.171936
1044.4	0.172101
1044.8	0.17212
1045.2	0.172135
1045.6	0.172184
1046	0.172219
1046.4	0.172265
1046.8	0.172315
1047.2	0.172354
1047.6	0.17238
1048	0.17248
1048.4	0.172548
1048.8	0.172603
1049.2	0.172686
1049.6	0.172742
1050	0.172827
1050.4	0.172886
1050.8	0.172978
1051.2	0.173004
1051.6	0.172973
1052	0.17313
1052.4	0.173317
1052.8	0.17339
1053.2	0.17339
1053.6	0.173549
1054	0.173538
1054.4	0.173778
1054.8	0.173856
1055.2	0.174438
1055.6	0.174626
1056	0.174651
1056.4	0.174983
1056.8	0.175291
1057.2	0.175467
1057.6	0.175659
1058	0.175731
1058.4	0.175999
1058.8	0.176085
1059.2	0.176135
1059.6	0.1764
1060	0.176756
1060.4	0.176873
1060.8	0.177187
1061.2	0.1777
1061.6	0.177987
1062	0.178389
1062.4	0.178637
1062.8	0.178948
1063.2	0.179192
1063.6	0.179389
1064	0.179932
1064.4	0.180222
1064.8	0.18058
1065.2	0.180871
1065.6	0.181257
1066	0.181566
1066.4	0.181922
1066.8	0.182274
1067.2	0.182623
1067.6	0.182977
1068	0.183212
1068.4	0.183721
1068.8	0.184051
1069.2	0.184456
1069.6	0.184824
1070	0.18508
1070.4	0.185593
1070.8	0.185808
1071.2	0.186395
1071.6	0.186793
1072	0.187038
1072.4	0.187397
1072.8	0.187862
1073.2	0.188308
1073.6	0.188631
1074	0.188975
1074.4	0.189402
1074.8	0.18982
1075.2	0.190052
1075.6	0.190652
1076	0.191036
1076.4	0.191352
1076.8	0.19166
1077.2	0.192017
1077.6	0.192402
1078	0.192729
1078.4	0.19305
1078.8	0.19333
1079.2	0.193929
1079.6	0.194277
1080	0.194702
1080.4	0.195063
1080.8	0.195367
1081.2	0.19553
1081.6	0.196006
1082	0.19633
1082.4	0.196657
1082.8	0.196901
1083.2	0.197403
1083.6	0.19771
1084	0.198034
1084.4	0.198302
1084.8	0.198583
1085.2	0.198858
1085.6	0.199154
1086	0.199447
1086.4	0.199765
1086.8	0.200049
1087.2	0.200306
1087.6	0.200607
1088	0.200867
1088.4	0.201119
1088.8	0.201364
1089.2	0.201628
1089.6	0.201842
1090	0.20213
1090.4	0.202359
1090.8	0.202559
1091.2	0.202828
1091.6	0.203063
1092	0.203283
1092.4	0.203395
1092.8	0.20365
1093.2	0.203869
1093.6	0.204177
1094	0.204353
1094.4	0.204533
1094.8	0.204743
1095.2	0.204925
1095.6	0.205086
1096	0.205313
1096.4	0.205499
1096.8	0.205679
1097.2	0.205833
1097.6	0.206037
1098	0.20617
1098.4	0.206308
1098.8	0.206429
1099.2	0.206573
1099.6	0.206896
1100	0.207057
1100.4	0.207198
1100.8	0.207403
1101.2	0.207485
1101.6	0.207593
1102	0.207818
1102.4	0.207916
1102.8	0.208101
1103.2	0.20824
1103.6	0.208273
1104	0.208455
1104.4	0.208531
1104.8	0.208561
1105.2	0.208844
1105.6	0.208928
1106	0.208998
1106.4	0.209075
1106.8	0.209263
1107.2	0.20931
1107.6	0.209396
1108	0.209606
1108.4	0.209729
1108.8	0.209746
1109.2	0.209876
1109.6	0.209991
1110	0.21012
1110.4	0.210174
1110.8	0.210428
1111.2	0.210561
1111.6	0.21094
1112	0.21122
1112.4	0.21153
1112.8	0.211828
1113.2	0.212011
1113.6	0.212408
1114	0.212498
1114.4	0.21267
1114.8	0.212896
1115.2	0.213003
1115.6	0.213146
1116	0.213077
1116.4	0.213127
1116.8	0.213275
1117.2	0.213249
1117.6	0.213157
1118	0.212712
1118.4	0.212663
1118.8	0.212883
1119.2	0.212847
1119.6	0.212817
1120	0.212819
1120.4	0.212683
1120.8	0.212678
1121.2	0.212564
1121.6	0.212529
1122	0.212592
1122.4	0.212522
1122.8	0.212506
1123.2	0.212459
1123.6	0.212396
1124	0.212755
1124.4	0.212962
1124.8	0.212918
1125.2	0.212889
1125.6	0.212877
1126	0.212859
1126.4	0.212872
1126.8	0.212903
1127.2	0.212897
1127.6	0.212854
1128	0.212939
1128.4	0.21295
1128.8	0.212974
1129.2	0.212997
1129.6	0.213029
1130	0.21304
1130.4	0.213027
1130.8	0.213048
1131.2	0.213003
1131.6	0.213117
1132	0.213129
1132.4	0.213152
1132.8	0.213167
1133.2	0.213195
1133.6	0.213231
1134	0.213245
1134.4	0.213296
1134.8	0.213376
1135.2	0.213504
1135.6	0.213595
1136	0.213924
1136.4	0.214262
1136.8	0.214736
1137.2	0.215292
1137.6	0.216001
1138	0.216778
1138.4	0.217621
1138.8	0.218434
1139.2	0.219209
1139.6	0.219828
1140	0.22035
1140.4	0.2207
1140.8	0.221005
1141.2	0.221215
1141.6	0.221344
1142	0.221307
1142.4	0.221196
1142.8	0.221038
1143.2	0.220799
1143.6	0.220579
1144	0.220323
1144.4	0.220006
1144.8	0.219741
1145.2	0.219473
1145.6	0.219231
1146	0.219015
1146.4	0.218792
1146.8	0.218596
1147.2	0.21846
1147.6	0.218342
1148	0.218153
1148.4	0.218013
1148.8	0.217776
1149.2	0.217728
1149.6	0.21773
1150	0.217662
1150.4	0.217525
1150.8	0.217384
1151.2	0.217279
1151.6	0.219535
1152	0.219723
1152.4	0.220773
1152.8	0.220532
1153.2	0.220752
1153.6	0.220916
1154	0.221098
1154.4	0.221157
1154.8	0.221293
1155.2	0.221374
1155.6	0.221464
1156	0.221727
1156.4	0.221641
1156.8	0.221944
1157.2	0.222063
1157.6	0.222188
1158	0.22234
1158.4	0.222417
1158.8	0.22258
1159.2	0.222629
1159.6	0.222838
1160	0.222969
1160.4	0.222943
1160.8	0.223144
1161.2	0.22318
1161.6	0.22324
1162	0.223245
1162.4	0.223254
1162.8	0.223177
1163.2	0.223206
1163.6	0.223136
1164	0.223023
1164.4	0.223024
1164.8	0.22311
1165.2	0.223049
1165.6	0.222968
1166	0.222911
1166.4	0.222699
1166.8	0.222696
1167.2	0.222464
1167.6	0.222654
1168	0.2226
1168.4	0.222631
1168.8	0.222612
1169.2	0.22265
1169.6	0.222603
1170	0.222535
1170.4	0.222575
1170.8	0.222602
1171.2	0.222494
1171.6	0.222562
1172	0.22256
1172.4	0.222529
1172.8	0.222536
1173.2	0.222516
1173.6	0.222486
1174	0.222434
1174.4	0.222366
1174.8	0.222464
1175.2	0.222353
1175.6	0.2224
1176	0.222366
1176.4	0.22233
1176.8	0.222297
1177.2	0.222251
1177.6	0.222223
1178	0.222189
1178.4	0.222126
1178.8	0.222118
1179.2	0.222071
1179.6	0.222034
1180	0.221972
1180.4	0.221894
1180.8	0.22185
1181.2	0.221679
1181.6	0.221633
1182	0.221551
1182.4	0.221488
1182.8	0.2214
1183.2	0.22129
1183.6	0.221211
1184	0.221134
1184.4	0.221009
1184.8	0.220945
1185.2	0.220859
1185.6	0.22072
1186	0.220598
1186.4	0.220509
1186.8	0.22044
1187.2	0.220338
1187.6	0.220244
1188	0.22017
1188.4	0.220132
1188.8	0.219993
1189.2	0.219909
1189.6	0.219837
1190	0.219768
1190.4	0.219631
1190.8	0.219487
1191.2	0.219506
1191.6	0.219507
1192	0.219425
1192.4	0.219387
1192.8	0.219332
1193.2	0.219268
1193.6	0.219216
1194	0.219155
1194.4	0.21909
1194.8	0.219042
1195.2	0.218926
1195.6	0.218939
1196	0.218903
1196.4	0.218817
1196.8	0.218842
1197.2	0.218789
1197.6	0.218768
1198	0.218492
1198.4	0.218429
1198.8	0.218398
1199.2	0.218543
1199.6	0.218678
1200	0.218631
1200.4	0.218603
1200.8	0.218634
1201.2	0.21847
1201.6	0.218601
1202	0.218599
1202.4	0.218555
1202.8	0.218613
1203.2	0.218594
1203.6	0.21861
1204	0.218589
1204.4	0.218576
1204.8	0.21857
1205.2	0.218562
1205.6	0.218476
1206	0.218571
1206.4	0.218567
1206.8	0.218569
1207.2	0.218594
1207.6	0.21861
1208	0.218607
1208.4	0.218601
1208.8	0.218627
1209.2	0.218612
1209.6	0.218651
1210	0.218643
1210.4	0.21865
1210.8	0.218653
1211.2	0.218632
1211.6	0.218656
1212	0.218681
1212.4	0.218683
1212.8	0.218702
1213.2	0.218695
1213.6	0.218664
1214	0.218656
1214.4	0.218616
1214.8	0.218671
1215.2	0.218626
1215.6	0.218715
1216	0.218697
1216.4	0.218711
1216.8	0.218736
1217.2	0.21874
1217.6	0.218675
1218	0.218684
1218.4	0.218776
1218.8	0.218809
1219.2	0.218696
1219.6	0.21869
1220	0.218703
1220.4	0.21864
1220.8	0.218664
1221.2	0.218683
1221.6	0.218682
1222	0.218674
1222.4	0.218724
1222.8	0.218632
1223.2	0.218648
1223.6	0.218672
1224	0.218668
1224.4	0.218668
1224.8	0.218702
1225.2	0.218693
1225.6	0.218666
1226	0.218712
1226.4	0.218717
1226.8	0.218719
1227.2	0.218705
1227.6	0.218737
1228	0.2187
1228.4	0.218649
1228.8	0.218648
1229.2	0.218602
1229.6	0.218574
1230	0.21858
1230.4	0.218553
1230.8	0.218484
1231.2	0.218367
1231.6	0.218495
1232	0.218455
1232.4	0.218405
1232.8	0.218429
1233.2	0.218371
1233.6	0.218398
1234	0.218362
1234.4	0.218246
1234.8	0.218372
1235.2	0.21814
1235.6	0.218317
1236	0.218016
1236.4	0.218126
1236.8	0.218254
1237.2	0.218112
1237.6	0.218108
1238	0.218104
1238.4	0.218053
1238.8	0.218094
1239.2	0.218075
1239.6	0.218014
1240	0.218031
1240.4	0.217999
1240.8	0.218154
1241.2	0.218081
1241.6	0.218054
1242	0.218079
1242.4	0.218081
1242.8	0.218057
1243.2	0.218044
1243.6	0.218028
1244	0.217975
1244.4	0.217974
1244.8	0.217971
1245.2	0.217843
1245.6	0.21796
1246	0.217948
1246.4	0.217782
1246.8	0.217655
1247.2	0.217633
1247.6	0.2177
1248	0.217992
1248.4	0.217939
1248.8	0.21793
1249.2	0.21791
1249.6	0.217824
1250	0.217913
1250.4	0.217843
1250.8	0.21788
1251.2	0.217777
1251.6	0.217811
1252	0.217822
1252.4	0.217849
1252.8	0.217877
1253.2	0.217842
1253.6	0.217864
1254	0.217864
1254.4	0.217861
1254.8	0.217828
1255.2	0.217874
1255.6	0.217865
1256	0.217884
1256.4	0.21782
1256.8	0.217877
1257.2	0.217882
1257.6	0.217893
1258	0.21791
1258.4	0.217885
1258.8	0.217928
1259.2	0.21791
1259.6	0.217933
1260	0.217939
1260.4	0.217933
1260.8	0.217945
1261.2	0.217962
1261.6	0.218004
1262	0.218048
1262.4	0.218051
1262.8	0.218073
1263.2	0.218139
1263.6	0.218135
1264	0.218183
1264.4	0.218221
1264.8	0.218252
1265.2	0.218196
1265.6	0.218341
1266	0.21834
1266.4	0.218337
1266.8	0.218448
1267.2	0.218493
1267.6	0.218567
1268	0.218643
1268.4	0.218628
1268.8	0.218761
1269.2	0.218707
