0.0	0.0	0.0
-250.0	-250.0	110.0
-225.0	-225.0	50.0
-242.0	-242.0	110.0
-217.0	-217.0	50.0
-234.0	-234.0	110.0
-209.0	-209.0	50.0
-225.99999999999997	-225.99999999999997	110.0
-200.99999999999997	-200.99999999999997	50.0
-217.99999999999997	-217.99999999999997	110.0
-192.99999999999997	-192.99999999999997	50.0
-209.99999999999997	-209.99999999999997	110.0
-184.99999999999997	-184.99999999999997	50.0
-201.99999999999994	-201.99999999999994	110.0
-176.99999999999997	-176.99999999999997	50.0
-193.99999999999994	-193.99999999999994	110.0
-168.99999999999994	-168.99999999999994	50.0
-185.99999999999994	-185.99999999999994	110.0
-160.99999999999994	-160.99999999999994	50.0
-177.99999999999994	-177.99999999999994	110.0
-152.99999999999994	-152.99999999999994	50.0
-169.99999999999994	-169.99999999999994	110.0
-144.99999999999994	-144.99999999999994	50.0
-161.99999999999991	-161.99999999999991	110.0
-136.99999999999991	-136.99999999999991	50.0
-153.99999999999991	-153.99999999999991	110.0
-128.99999999999991	-128.99999999999991	50.0
-145.99999999999991	-145.99999999999991	110.0
-120.99999999999991	-120.99999999999991	50.0
-137.9999999999999	-137.9999999999999	110.0
-112.9999999999999	-112.9999999999999	50.0
-129.9999999999999	-129.9999999999999	110.0
-104.9999999999999	-104.9999999999999	50.0
-121.99999999999989	-121.99999999999989	110.0
-96.99999999999989	-96.99999999999989	50.0
-113.99999999999989	-113.99999999999989	110.0
-88.99999999999989	-88.99999999999989	50.0
-105.99999999999987	-105.99999999999987	110.0
-80.99999999999987	-80.99999999999987	50.0
-97.99999999999986	-97.99999999999986	110.0
-72.99999999999987	-72.99999999999987	50.0
-89.99999999999986	-89.99999999999986	110.0
-64.99999999999986	-64.99999999999986	50.0
-81.99999999999986	-81.99999999999986	110.0
-56.99999999999985	-56.99999999999985	50.0
-73.99999999999984	-73.99999999999984	110.0
-48.999999999999844	-48.999999999999844	50.0
-65.99999999999983	-65.99999999999983	110.0
-40.99999999999984	-40.99999999999984	50.0
-57.99999999999984	-57.99999999999984	110.0
-32.99999999999984	-32.99999999999984	50.0
-49.99999999999984	-49.99999999999984	110.0
-24.999999999999837	-24.999999999999837	50.0
-41.99999999999984	-41.99999999999984	110.0
-16.999999999999833	-16.999999999999833	50.0
-33.99999999999984	-33.99999999999984	110.0
-8.999999999999835	-8.999999999999835	50.0
-25.999999999999837	-25.999999999999837	110.0
-0.9999999999998344	-0.9999999999998344	50.0
-17.999999999999837	-17.999999999999837	110.0
7.000000000000166	7.000000000000166	50.0
-9.999999999999835	-9.999999999999835	110.0
15.000000000000165	15.000000000000165	50.0
-1.9999999999998352	-1.9999999999998352	110.0
23.000000000000167	23.000000000000167	50.0
6.000000000000165	6.000000000000165	110.0
31.000000000000167	31.000000000000167	50.0
14.000000000000165	14.000000000000165	110.0
39.00000000000016	39.00000000000016	50.0
22.000000000000167	22.000000000000167	110.0
47.00000000000016	47.00000000000016	50.0
30.000000000000167	30.000000000000167	110.0
55.00000000000016	55.00000000000016	50.0
38.00000000000016	38.00000000000016	110.0
63.00000000000017	63.00000000000017	50.0
46.00000000000016	46.00000000000016	110.0
71.00000000000017	71.00000000000017	50.0
54.00000000000016	54.00000000000016	110.0
79.00000000000017	79.00000000000017	50.0
62.00000000000016	62.00000000000016	110.0
87.00000000000016	87.00000000000016	50.0
70.00000000000017	70.00000000000017	110.0
95.00000000000017	95.00000000000017	50.0
78.00000000000018	78.00000000000018	110.0
103.00000000000017	103.00000000000017	50.0
86.00000000000018	86.00000000000018	110.0
111.00000000000018	111.00000000000018	50.0
94.0000000000002	94.0000000000002	110.0
119.00000000000018	119.00000000000018	50.0
102.0000000000002	102.0000000000002	110.0
127.0000000000002	127.0000000000002	50.0
110.00000000000021	110.00000000000021	110.0
135.0000000000002	135.0000000000002	50.0
118.00000000000021	118.00000000000021	110.0
143.0000000000002	143.0000000000002	50.0
126.00000000000023	126.00000000000023	110.0
151.00000000000023	151.00000000000023	50.0
134.00000000000023	134.00000000000023	110.0
159.00000000000023	159.00000000000023	50.0
142.00000000000023	142.00000000000023	110.0
167.00000000000023	167.00000000000023	50.0
150.00000000000026	150.00000000000026	110.0
175.00000000000023	175.00000000000023	50.0
158.00000000000026	158.00000000000026	110.0
183.00000000000026	183.00000000000026	50.0
166.00000000000026	166.00000000000026	110.0
191.00000000000026	191.00000000000026	50.0
174.00000000000026	174.00000000000026	110.0
199.00000000000026	199.00000000000026	50.0
182.00000000000028	182.00000000000028	110.0
207.00000000000026	207.00000000000026	50.0
190.00000000000028	190.00000000000028	110.0
215.00000000000028	215.00000000000028	50.0
198.00000000000028	198.00000000000028	110.0
223.00000000000028	223.00000000000028	50.0
206.00000000000028	206.00000000000028	110.0
231.00000000000028	231.00000000000028	50.0
214.0000000000003	214.0000000000003	110.0
239.00000000000028	239.00000000000028	50.0
222.0000000000003	222.0000000000003	110.0
247.0000000000003	247.0000000000003	50.0
230.0000000000003	230.0000000000003	110.0
255.00000000000034	255.00000000000034	50.0
